-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 08/01/2023 
Location: Latitude  35.0382   Longitude 9.4849 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 408.34 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN
2017,11,28,7.84,14.65,1.98,71.69,0.0,5.27,7.8,3.35
2017,11,29,11.33,17.72,6.29,61.56,0.11,8.73,12.07,5.31
2017,11,30,13.19,20.66,8.63,57.81,0.97,5.66,8.77,0.84
2017,12,1,8.03,11.46,3.92,80.12,9.0,4.57,7.59,1.3
2017,12,2,5.61,10.74,2.09,68.5,0.13,5.18,8.32,2.79
2017,12,3,5.0,12.73,-0.99,61.12,0.02,4.13,5.31,2.87
2017,12,4,5.78,12.37,1.7,78.75,0.21,4.97,8.14,3.37
2017,12,5,7.41,13.88,2.65,80.31,0.37,4.17,6.34,2.84
2017,12,6,6.87,12.45,2.65,79.44,0.18,2.95,4.16,1.82
2017,12,7,7.76,12.78,3.3,77.0,0.08,1.59,2.64,0.45
2017,12,8,8.01,14.3,3.29,75.44,0.02,3.22,4.61,1.13
2017,12,9,9.32,17.94,3.8,68.56,0.14,3.94,5.68,2.2
2017,12,10,8.05,13.73,4.7,76.94,0.12,3.13,4.69,1.68
2017,12,11,8.01,14.37,3.65,65.06,0.0,7.41,12.07,3.88
2017,12,12,9.39,18.15,3.87,49.75,0.0,4.52,6.12,2.91
2017,12,13,10.65,17.51,6.58,58.88,0.01,2.51,4.84,0.49
2017,12,14,9.17,17.51,3.85,70.75,0.02,4.18,7.12,0.66
2017,12,15,10.01,17.78,5.28,58.81,0.0,6.62,10.74,2.98
2017,12,16,10.65,17.83,5.37,74.25,1.64,3.78,6.3,1.86
2017,12,17,6.23,12.8,2.15,74.88,0.03,4.68,7.35,2.94
2017,12,18,5.23,11.12,1.75,78.06,0.19,4.72,7.14,2.63
2017,12,19,4.76,9.44,0.53,81.62,0.44,2.98,4.91,1.89
2017,12,20,6.44,11.47,3.1,74.5,0.18,5.96,9.09,3.62
2017,12,21,5.13,8.83,2.13,84.88,1.47,6.02,8.36,3.69
2017,12,22,6.36,12.52,1.74,80.25,0.11,7.45,10.41,5.41
2017,12,23,8.73,14.4,4.51,76.5,0.16,6.04,9.27,3.7
2017,12,24,8.82,14.41,4.76,73.5,0.06,3.37,5.31,0.26
2017,12,25,7.06,14.13,2.26,71.31,0.0,4.3,6.15,2.13
2017,12,26,6.41,15.55,0.49,69.38,0.0,5.23,6.34,2.93
2017,12,27,6.48,11.81,3.23,73.12,1.63,7.59,11.13,4.69
2017,12,28,7.26,14.0,2.59,75.62,0.41,4.96,7.52,3.45
2017,12,29,9.03,14.65,5.58,75.62,0.4,5.16,8.07,2.71
2017,12,30,9.69,19.05,4.01,68.75,0.13,4.1,6.01,2.64
2017,12,31,11.19,20.48,5.44,64.75,0.0,3.84,4.28,1.7
2018,1,1,10.01,16.4,3.76,61.12,0.01,6.18,11.43,3.19
2018,1,2,9.09,17.05,3.62,59.25,0.03,5.78,8.83,3.8
2018,1,3,11.62,20.76,5.94,70.88,0.01,4.88,7.16,2.61
2018,1,4,13.05,22.84,7.65,59.5,0.0,5.14,7.59,3.06
2018,1,5,12.19,21.55,6.73,59.38,0.0,4.63,6.8,3.3
2018,1,6,9.89,17.75,5.06,56.38,0.0,5.0,7.49,3.53
2018,1,7,8.02,14.8,4.1,59.75,0.06,3.55,5.45,2.44
2018,1,8,10.15,16.71,5.35,56.0,0.02,4.95,9.2,2.02
2018,1,9,9.26,14.01,5.13,65.94,0.01,3.21,4.41,1.71
2018,1,10,8.07,15.26,2.19,63.56,0.0,4.59,6.73,2.52
2018,1,11,8.3,16.72,3.41,65.19,0.11,4.59,7.12,3.34
2018,1,12,7.29,12.37,3.53,69.12,0.97,7.43,10.74,3.67
2018,1,13,7.44,14.36,2.62,66.62,0.06,4.77,8.66,2.02
2018,1,14,7.45,14.28,3.0,55.06,0.0,4.71,7.23,3.34
2018,1,15,9.03,14.05,5.87,47.62,0.0,1.79,3.1,0.47
2018,1,16,9.06,17.49,3.75,49.56,0.0,3.0,4.23,0.66
2018,1,17,10.23,20.26,3.88,55.5,0.02,4.59,6.37,3.2
2018,1,18,7.9,15.8,2.94,73.62,0.01,3.44,5.31,1.31
2018,1,19,8.53,17.05,2.9,60.94,0.0,2.97,3.73,1.2
2018,1,20,8.76,13.63,4.49,78.62,0.05,7.69,11.88,3.98
2018,1,21,11.78,19.87,5.56,68.19,0.0,6.93,10.16,3.8
2018,1,22,13.85,20.15,8.31,70.38,0.0,7.8,10.96,3.89
2018,1,23,11.34,20.5,6.12,74.0,0.0,5.35,8.41,3.45
2018,1,24,9.19,15.95,4.67,77.75,0.0,3.4,5.24,1.86
2018,1,25,8.61,15.74,3.69,80.06,0.0,3.86,6.21,2.09
2018,1,26,8.85,16.48,3.17,74.06,0.0,5.0,8.25,3.12
2018,1,27,8.96,16.42,4.51,71.5,0.01,3.02,4.92,0.87
2018,1,28,9.08,15.44,4.28,80.38,0.1,3.45,5.38,2.12
2018,1,29,8.48,13.38,4.51,85.12,0.19,2.33,3.05,1.55
2018,1,30,9.51,16.15,5.18,78.38,0.05,2.31,3.32,1.48
2018,1,31,8.78,16.37,4.55,72.0,0.0,2.92,4.3,1.53
2018,2,1,9.23,15.44,3.94,74.56,0.84,5.52,8.03,3.06
2018,2,2,11.54,17.94,7.1,82.5,0.62,7.04,9.91,4.98
2018,2,3,8.58,11.65,4.25,68.81,0.36,3.28,6.09,0.54
2018,2,4,5.55,12.54,0.24,68.25,0.01,2.97,4.36,1.09
2018,2,5,7.18,13.9,2.72,68.12,0.62,3.37,5.77,1.35
2018,2,6,7.9,16.08,2.16,53.19,0.02,4.77,8.73,0.51
2018,2,7,6.92,14.93,1.69,55.31,0.0,6.06,9.63,3.4
2018,2,8,5.89,12.24,0.65,71.06,0.05,2.42,3.36,0.56
2018,2,9,6.44,12.32,0.25,70.38,0.75,3.7,5.1,0.84
2018,2,10,7.26,13.51,3.48,68.0,0.17,5.09,8.28,2.41
2018,2,11,5.94,12.52,1.62,72.0,0.24,4.48,6.81,2.84
2018,2,12,7.87,17.18,0.44,55.5,0.0,5.34,7.05,3.39
2018,2,13,7.9,13.66,2.58,52.75,0.06,6.05,8.94,2.59
2018,2,14,8.74,18.32,1.17,60.56,0.12,5.05,8.67,2.16
2018,2,15,9.28,16.16,3.9,81.56,0.4,3.88,6.52,2.43
2018,2,16,10.58,17.86,5.56,81.31,0.05,3.32,4.47,2.16
2018,2,17,10.46,14.84,7.17,83.81,1.99,3.15,5.39,2.08
2018,2,18,10.68,14.03,7.77,84.81,4.51,2.8,3.8,1.66
2018,2,19,10.33,16.73,3.64,68.81,0.97,3.29,6.57,0.29
2018,2,20,10.22,16.08,6.74,63.62,1.59,2.88,4.66,0.93
2018,2,21,9.68,16.27,3.96,67.31,0.38,3.83,6.43,2.7
2018,2,22,6.63,9.48,4.9,85.44,13.81,3.36,4.63,2.57
2018,2,23,7.59,14.6,2.8,63.5,0.19,4.82,7.45,2.83
2018,2,24,9.55,17.22,2.35,51.56,0.0,3.2,7.51,0.73
2018,2,25,8.63,15.4,3.7,65.69,0.13,5.2,8.34,2.63
2018,2,26,8.97,17.93,2.36,49.69,0.0,4.49,5.43,3.27
2018,2,27,9.3,15.77,4.04,58.81,1.22,2.45,3.29,0.47
2018,2,28,12.22,20.81,4.83,62.62,0.09,6.78,10.41,3.28
2018,3,1,14.98,23.23,7.94,44.25,0.0,7.31,11.63,4.73
2018,3,2,17.15,24.9,10.98,46.69,0.0,4.88,6.21,3.8
2018,3,3,17.65,26.82,10.48,52.75,0.14,4.01,6.16,1.75
2018,3,4,15.48,24.84,9.84,62.75,1.68,6.33,11.13,0.41
2018,3,5,14.11,23.01,7.79,54.94,0.03,6.18,10.79,3.88
2018,3,6,13.82,21.13,8.85,44.25,0.07,5.07,6.82,3.34
2018,3,7,13.8,22.37,7.35,49.81,0.27,6.33,11.88,2.84
2018,3,8,11.2,18.44,5.07,69.38,0.38,3.6,5.01,1.27
2018,3,9,16.6,25.06,9.12,60.75,0.02,2.12,2.98,0.8
2018,3,10,17.86,26.51,10.23,51.06,0.0,4.26,6.83,1.15
2018,3,11,17.96,27.18,10.67,46.19,0.01,4.79,7.65,3.15
2018,3,12,14.69,22.19,7.76,49.75,0.02,4.02,7.71,1.39
2018,3,13,13.78,22.6,5.69,51.69,0.0,3.38,5.3,1.82
2018,3,14,14.72,22.62,7.7,57.31,0.01,3.05,4.89,1.59
2018,3,15,17.08,25.94,10.8,45.25,0.0,6.46,12.77,2.63
2018,3,16,18.57,28.76,10.9,34.69,0.02,4.78,9.39,0.73
2018,3,17,11.89,16.35,7.73,61.25,1.25,4.97,7.86,1.4
2018,3,18,13.15,21.1,6.9,52.19,0.39,7.29,12.84,2.2
2018,3,19,12.01,17.83,6.98,54.75,1.18,3.98,7.79,0.88
2018,3,20,12.27,20.1,6.56,42.0,0.32,7.17,11.01,3.91
2018,3,21,6.69,10.05,4.43,69.94,16.85,3.98,5.81,2.58
2018,3,22,7.18,12.3,2.19,65.81,0.84,6.7,9.8,3.26
2018,3,23,8.63,14.71,2.45,57.06,0.15,6.09,8.34,3.45
2018,3,24,10.65,18.93,2.29,58.44,3.4,5.78,9.95,3.26
2018,3,25,8.92,14.73,3.51,63.56,0.76,6.88,12.97,3.06
2018,3,26,9.75,14.8,5.83,77.81,8.57,3.55,6.14,0.93
2018,3,27,10.44,15.85,5.95,68.0,0.27,5.95,9.71,3.09
2018,3,28,14.1,23.55,5.0,55.75,0.0,3.74,5.72,0.35
2018,3,29,16.54,25.53,8.81,39.44,0.0,5.83,9.32,3.48
2018,3,30,17.48,26.34,9.38,36.06,0.0,5.48,9.49,3.07
2018,3,31,16.76,27.3,8.88,41.56,0.0,5.3,8.24,3.2
2018,4,1,13.12,21.74,5.0,47.06,0.0,3.84,6.75,1.27
2018,4,2,14.9,23.48,8.15,38.69,0.0,3.81,6.33,1.8
2018,4,3,17.19,27.81,8.83,55.31,0.01,2.87,5.89,1.31
2018,4,4,18.1,27.94,10.73,59.56,0.05,4.52,5.65,2.24
2018,4,5,17.01,25.87,10.9,52.75,0.05,4.77,8.02,1.88
2018,4,6,16.02,25.13,9.12,43.19,0.0,2.45,3.82,0.98
2018,4,7,15.03,24.06,8.03,51.12,0.0,4.29,7.98,1.64
2018,4,8,17.63,30.95,9.37,61.94,0.04,6.62,12.15,2.11
2018,4,9,15.06,23.8,6.62,51.0,0.0,3.13,4.0,2.05
2018,4,10,14.35,21.93,8.82,63.5,0.01,4.0,8.28,0.56
2018,4,11,18.74,28.76,10.27,50.19,0.02,4.35,9.49,1.27
2018,4,12,15.69,23.54,9.29,58.88,3.18,3.16,5.84,0.55
2018,4,13,15.95,24.52,8.14,66.94,0.11,4.49,6.57,2.06
2018,4,14,16.13,23.67,12.1,70.25,1.35,6.32,8.88,3.19
2018,4,15,15.29,21.46,9.78,61.88,2.2,4.96,8.13,2.23
2018,4,16,17.42,26.13,9.3,49.75,0.0,4.81,6.59,2.12
2018,4,17,13.37,17.76,9.94,70.94,7.65,3.62,5.64,2.08
2018,4,18,14.87,22.07,8.15,68.31,2.99,4.58,6.28,2.2
2018,4,19,15.29,20.44,10.95,73.0,1.53,3.46,5.16,2.2
2018,4,20,16.33,23.26,9.44,67.44,0.67,2.51,4.17,1.65
2018,4,21,19.14,27.23,11.24,55.81,0.03,2.87,4.27,1.34
2018,4,22,20.69,28.9,12.69,50.56,0.01,2.46,3.58,0.83
2018,4,23,20.36,30.3,12.16,55.0,0.01,3.05,6.65,1.1
2018,4,24,20.56,29.88,12.56,49.56,0.0,3.52,5.34,1.39
2018,4,25,21.15,30.66,14.33,45.25,0.79,3.48,7.3,0.48
2018,4,26,20.18,27.98,13.5,56.12,0.01,5.87,11.24,2.0
2018,4,27,18.45,24.68,13.13,64.38,0.13,6.08,8.02,4.47
2018,4,28,17.18,22.65,11.69,60.5,0.07,5.02,6.91,2.45
2018,4,29,20.53,30.21,11.15,50.5,0.0,3.37,8.47,1.6
2018,4,30,18.79,27.16,11.44,54.12,0.0,4.86,6.64,3.95
2018,5,1,19.15,28.39,10.66,60.06,0.05,6.87,11.48,2.27
2018,5,2,13.3,16.23,10.26,64.5,18.0,11.78,16.02,9.54
2018,5,3,15.65,22.88,9.68,48.88,0.01,7.27,11.64,1.86
2018,5,4,17.04,23.85,8.69,49.88,0.01,3.28,5.36,1.72
2018,5,5,18.02,24.15,11.7,52.06,0.4,2.61,3.22,1.98
2018,5,6,18.34,25.12,11.78,63.25,0.82,2.55,3.53,1.69
2018,5,7,19.28,27.4,11.48,61.38,2.33,1.37,2.2,0.46
2018,5,8,19.5,25.9,12.49,58.88,0.7,3.55,5.44,1.08
2018,5,9,17.73,22.2,13.65,67.25,4.9,3.14,5.48,0.38
2018,5,10,19.29,26.35,10.98,57.31,0.23,1.89,3.22,1.14
2018,5,11,21.08,28.55,12.65,55.88,0.01,1.96,4.86,0.07
2018,5,12,22.97,30.73,15.95,52.19,0.04,2.07,3.48,0.4
2018,5,13,23.55,32.3,15.74,48.81,0.08,5.26,8.96,1.37
2018,5,14,18.8,26.6,11.83,54.44,0.53,4.53,6.14,2.02
2018,5,15,17.14,25.26,10.51,56.62,0.05,2.84,4.72,0.38
2018,5,16,17.55,24.09,12.06,57.56,0.36,3.5,5.48,1.43
2018,5,17,18.93,26.66,12.72,53.31,0.01,4.09,6.56,1.33
2018,5,18,18.87,24.73,12.7,61.12,0.32,4.13,6.88,1.7
2018,5,19,19.15,26.16,13.3,64.81,1.16,5.81,7.0,4.05
2018,5,20,19.7,26.65,12.95,63.69,0.56,3.98,6.35,1.61
2018,5,21,20.95,27.78,13.5,58.69,1.09,2.03,4.8,0.59
2018,5,22,20.41,28.01,15.13,66.38,2.07,2.64,4.36,0.68
2018,5,23,21.96,30.72,14.47,57.69,0.01,2.12,3.3,0.1
2018,5,24,22.91,32.06,14.77,52.31,0.0,2.7,5.14,0.39
2018,5,25,24.39,33.5,15.86,45.94,0.02,2.95,5.34,1.24
2018,5,26,24.67,33.88,17.07,43.56,0.0,2.97,6.61,0.26
2018,5,27,21.89,28.1,16.85,50.94,0.77,3.22,7.88,0.54
2018,5,28,23.83,32.36,16.99,50.62,0.0,5.19,8.75,0.75
2018,5,29,25.03,34.24,16.97,55.12,0.01,4.95,7.55,3.29
2018,5,30,24.38,32.94,16.26,49.5,0.0,4.75,7.38,2.69
2018,5,31,22.85,30.89,15.7,54.5,0.0,4.88,7.27,2.2
2018,6,1,22.24,28.53,15.87,49.5,0.0,4.31,6.34,1.27
2018,6,2,23.87,31.45,17.04,42.62,0.22,3.48,6.27,1.08
2018,6,3,25.45,34.68,16.69,43.88,0.0,3.41,5.1,1.8
2018,6,4,24.17,32.1,17.83,52.88,0.01,4.99,7.26,2.12
2018,6,5,24.64,33.28,15.84,49.56,0.04,3.36,5.66,1.77
2018,6,6,22.37,29.52,17.44,50.75,0.0,6.09,8.59,3.16
2018,6,7,23.33,31.8,16.22,55.94,0.09,6.54,7.23,5.97
2018,6,8,23.98,32.53,15.39,48.38,0.01,3.22,5.43,1.3
2018,6,9,26.17,36.54,16.67,50.25,0.05,3.32,5.34,1.66
2018,6,10,27.25,36.73,19.94,38.38,0.0,3.77,8.15,0.38
2018,6,11,27.92,37.95,19.28,39.12,0.0,4.66,8.45,1.97
2018,6,12,26.21,34.39,17.61,45.62,0.0,5.31,7.19,3.09
2018,6,13,24.43,32.25,18.51,50.88,4.54,2.59,4.41,1.07
2018,6,14,23.6,30.66,17.42,46.06,0.06,4.72,7.42,2.24
2018,6,15,22.92,30.15,16.18,43.62,0.02,5.34,8.02,2.95
2018,6,16,23.77,31.98,15.16,41.38,0.0,3.92,5.41,2.38
2018,6,17,25.08,33.7,16.99,43.31,0.0,3.25,5.51,1.32
2018,6,18,23.73,31.21,16.18,47.81,0.03,5.95,7.95,3.6
2018,6,19,22.98,30.11,16.15,51.75,0.48,4.62,6.91,2.52
2018,6,20,23.61,29.98,17.3,55.25,0.63,4.23,5.66,1.91
2018,6,21,25.03,30.54,18.79,51.94,2.47,1.5,2.5,0.41
2018,6,22,26.55,32.9,19.2,47.12,0.96,2.75,4.3,1.31
2018,6,23,27.05,34.37,19.09,45.75,1.19,2.05,3.68,0.3
2018,6,24,27.54,35.9,20.23,45.38,0.51,2.66,5.64,0.25
2018,6,25,26.12,32.56,20.8,45.56,0.02,4.31,6.45,0.92
2018,6,26,24.2,31.48,17.32,45.75,0.0,4.03,7.15,1.23
2018,6,27,23.88,31.76,16.01,43.31,0.0,4.45,6.25,2.3
2018,6,28,27.23,36.83,17.72,32.75,0.0,2.18,5.07,0.47
2018,6,29,31.01,39.95,22.05,28.44,0.0,4.07,8.06,1.05
2018,6,30,31.55,42.47,21.15,29.31,0.0,4.62,9.15,0.52
2018,7,1,34.54,43.76,24.91,16.69,0.0,4.5,7.41,0.41
2018,7,2,32.11,43.37,22.11,35.5,0.0,2.97,5.65,0.46
2018,7,3,29.69,38.38,21.82,46.62,0.02,3.65,4.79,2.07
2018,7,4,31.98,42.44,22.97,36.25,0.0,3.43,6.12,0.99
2018,7,5,33.33,43.68,23.38,29.56,0.0,3.98,7.81,1.78
2018,7,6,30.57,38.52,23.81,31.94,0.0,4.07,6.2,2.31
2018,7,7,30.53,39.78,22.05,32.31,0.0,3.2,6.59,1.6
2018,7,8,32.58,42.54,24.83,29.94,0.01,4.27,7.65,1.51
2018,7,9,30.18,37.19,24.17,31.88,0.0,3.8,6.01,0.36
2018,7,10,28.63,35.49,21.56,37.06,0.0,4.38,6.76,1.85
2018,7,11,30.75,38.43,21.52,36.06,0.0,2.7,4.08,1.06
2018,7,12,33.44,41.19,25.27,25.38,0.0,3.07,6.2,1.0
2018,7,13,34.27,43.83,24.06,28.69,0.0,2.45,3.95,0.84
2018,7,14,36.5,45.22,27.55,21.06,0.0,4.82,7.82,1.09
2018,7,15,34.83,44.23,27.3,31.19,0.0,2.22,6.21,0.65
2018,7,16,33.53,42.99,24.41,32.81,0.0,3.95,7.4,1.59
2018,7,17,30.98,39.76,23.09,31.0,0.0,3.42,5.62,0.15
2018,7,18,31.08,40.31,23.21,40.12,0.0,3.66,6.26,1.96
2018,7,19,34.01,44.68,24.33,29.25,0.0,3.48,9.4,1.11
2018,7,20,32.18,41.61,24.08,28.94,0.0,3.02,6.61,1.73
2018,7,21,34.25,43.77,24.96,28.25,0.0,4.9,8.42,1.19
2018,7,22,33.7,42.94,25.77,29.12,0.0,3.55,8.13,0.78
2018,7,23,32.55,41.9,25.68,30.88,0.02,3.82,6.3,0.57
2018,7,24,28.96,38.12,20.15,32.5,0.0,3.7,5.53,1.95
2018,7,25,29.2,37.91,20.95,38.06,0.0,2.69,4.88,1.13
2018,7,26,30.76,39.09,22.09,40.88,0.0,3.12,6.45,1.55
2018,7,27,30.69,39.12,23.12,35.88,0.0,4.09,6.86,1.66
2018,7,28,30.69,41.22,21.93,36.94,0.0,2.9,6.38,1.12
2018,7,29,31.37,40.71,23.73,32.31,0.0,2.12,6.2,0.39
2018,7,30,31.11,38.91,23.36,32.31,0.0,1.91,5.26,0.55
2018,7,31,30.34,37.69,22.49,37.19,0.01,2.38,5.9,0.54
2018,8,1,30.28,37.8,23.3,40.56,0.05,3.52,6.06,1.33
2018,8,2,30.76,38.23,23.63,42.62,0.01,2.13,6.2,0.17
2018,8,3,29.26,37.98,23.89,49.19,4.57,2.95,8.62,0.49
2018,8,4,26.09,30.3,23.16,57.06,1.64,2.71,5.45,0.27
2018,8,5,26.12,31.37,20.56,54.69,1.9,3.28,5.86,1.95
2018,8,6,24.32,27.64,21.37,70.38,3.56,4.73,6.28,2.66
2018,8,7,24.81,29.54,20.55,66.69,5.18,2.16,4.12,0.7
2018,8,8,27.22,33.79,21.14,59.25,1.03,2.08,5.09,0.19
2018,8,9,28.86,37.52,21.88,56.75,0.36,2.8,6.38,1.12
2018,8,10,28.64,34.9,22.51,58.19,0.98,2.41,4.47,0.99
2018,8,11,28.3,34.94,22.36,50.38,0.01,2.32,3.23,1.2
2018,8,12,27.69,33.01,22.01,52.38,5.3,1.3,1.62,0.57
2018,8,13,27.57,31.73,23.77,55.25,6.01,1.38,2.09,0.51
2018,8,14,29.19,35.51,22.78,46.44,1.08,1.36,3.9,0.68
2018,8,15,27.81,33.85,21.93,49.44,0.59,3.02,5.42,0.41
2018,8,16,27.36,33.83,20.4,51.56,0.07,2.16,3.62,1.03
2018,8,17,27.69,34.15,21.98,56.56,1.66,2.79,3.96,2.13
2018,8,18,27.1,32.57,21.34,59.81,3.56,1.66,3.2,0.29
2018,8,19,26.8,33.81,21.28,58.12,2.45,2.3,4.07,0.46
2018,8,20,25.05,31.74,19.07,55.94,0.95,4.5,6.55,2.7
2018,8,21,25.02,31.55,19.27,56.94,0.39,3.99,5.5,1.62
2018,8,22,25.87,33.04,18.65,54.25,0.07,3.23,4.54,1.43
2018,8,23,26.82,33.23,21.49,50.94,0.16,2.77,5.42,0.23
2018,8,24,26.24,32.83,20.98,47.62,0.11,3.38,5.25,1.53
2018,8,25,26.28,34.07,19.61,50.38,0.02,3.05,4.55,1.73
2018,8,26,28.6,37.12,20.48,40.44,0.0,4.26,6.7,0.97
2018,8,27,27.89,37.3,20.19,47.06,0.0,3.3,6.44,0.84
2018,8,28,24.92,33.55,17.92,46.81,0.0,3.09,4.92,1.91
2018,8,29,25.24,33.51,18.32,55.38,0.0,2.1,4.31,0.88
2018,8,30,25.48,33.02,18.75,54.5,0.0,2.48,5.33,0.94
2018,8,31,26.34,33.38,19.87,47.88,0.01,2.02,2.95,0.59
2018,9,1,28.72,36.28,21.38,39.0,0.0,2.38,4.61,1.69
2018,9,2,29.42,36.98,21.58,36.44,0.0,3.68,5.52,2.19
2018,9,3,30.81,37.85,24.23,33.25,0.0,2.07,3.21,0.46
2018,9,4,31.09,38.92,23.41,31.25,0.14,2.91,3.84,2.17
2018,9,5,31.76,40.51,24.39,28.0,0.07,2.84,3.63,2.0
2018,9,6,32.19,40.07,25.23,22.94,0.0,5.43,9.66,2.02
2018,9,7,29.4,38.19,22.9,40.75,0.03,3.69,6.77,1.01
2018,9,8,26.82,33.88,21.13,48.38,0.0,4.13,6.27,2.27
2018,9,9,27.02,34.86,20.48,52.94,0.0,3.58,5.15,1.38
2018,9,10,27.76,36.35,20.16,57.69,0.13,2.15,3.6,0.35
2018,9,11,28.09,35.24,21.97,55.62,0.01,3.6,6.23,1.48
2018,9,12,27.15,34.98,20.73,50.69,0.01,3.42,6.3,1.52
2018,9,13,23.56,25.46,22.27,61.38,2.96,1.38,2.9,0.34
2018,9,14,26.15,33.15,20.77,54.06,0.09,3.38,5.05,1.37
2018,9,15,25.15,32.08,18.9,51.31,0.01,2.65,3.7,1.73
2018,9,16,26.51,33.41,20.44,54.19,0.03,2.1,4.58,0.19
2018,9,17,27.36,32.63,22.63,48.62,0.02,2.19,3.08,0.21
2018,9,18,25.58,29.9,21.82,49.19,6.07,1.93,2.91,0.97
2018,9,19,25.74,31.38,20.86,59.69,2.07,1.64,2.7,0.82
2018,9,20,24.22,28.76,20.46,66.06,4.18,1.08,1.99,0.26
2018,9,21,23.91,29.94,18.83,60.75,2.43,2.29,4.41,1.29
2018,9,22,24.05,30.72,18.57,61.44,0.35,5.45,8.34,3.35
2018,9,23,23.97,29.4,19.68,61.94,0.19,3.83,6.23,1.53
2018,9,24,24.53,32.03,17.81,55.12,0.01,3.33,5.48,1.74
2018,9,25,24.72,31.57,18.47,59.56,0.6,3.16,4.73,0.24
2018,9,26,22.22,28.28,16.65,63.88,2.95,6.88,10.51,2.74
2018,9,27,18.26,24.85,13.19,55.69,0.0,6.31,8.1,2.8
2018,9,28,18.35,25.69,11.98,62.0,0.04,4.72,6.16,2.27
2018,9,29,20.37,28.94,12.94,56.56,0.01,2.21,3.63,0.81
2018,9,30,21.78,30.94,14.07,50.69,0.0,2.01,2.81,0.12
2018,10,1,23.22,30.82,15.87,40.81,0.09,2.45,3.66,0.73
2018,10,2,17.04,20.0,12.56,73.06,9.78,4.51,7.81,0.66
2018,10,3,16.09,19.37,12.9,70.56,4.8,2.03,4.31,0.62
2018,10,4,15.77,19.26,13.51,75.5,9.64,3.95,7.3,0.87
2018,10,5,17.8,25.42,10.94,63.38,0.02,2.7,3.91,1.14
2018,10,6,20.87,28.87,14.33,51.69,0.0,3.49,4.38,2.34
2018,10,7,22.05,30.48,15.09,43.81,0.0,4.01,5.14,3.09
2018,10,8,21.86,29.73,15.57,51.38,0.06,3.3,4.6,1.37
2018,10,9,20.44,25.72,17.1,79.25,9.67,3.51,6.43,1.34
2018,10,10,20.85,26.89,16.02,71.94,0.39,4.74,7.54,1.95
2018,10,11,21.69,28.69,16.74,67.38,0.61,3.12,5.05,1.99
2018,10,12,21.89,27.9,17.58,62.06,1.11,3.14,5.67,1.12
2018,10,13,20.0,25.57,15.71,71.19,1.55,2.97,4.23,1.63
2018,10,14,19.01,24.76,14.73,74.5,1.18,2.8,4.64,1.09
2018,10,15,20.57,27.9,14.72,68.88,10.35,3.91,7.06,0.55
2018,10,16,20.37,25.33,17.25,66.06,2.38,2.27,3.86,0.54
2018,10,17,19.96,24.47,16.62,87.69,18.65,5.84,8.5,2.23
2018,10,18,17.47,21.61,13.52,76.0,2.82,3.84,6.26,2.22
2018,10,19,18.59,24.71,13.3,70.56,0.0,2.76,4.48,1.68
2018,10,20,18.67,24.87,13.9,77.0,0.01,2.77,4.09,1.34
2018,10,21,20.48,27.96,15.22,71.62,0.22,1.66,2.48,0.3
2018,10,22,19.11,26.91,14.01,67.81,0.19,4.21,6.8,2.82
2018,10,23,15.9,21.3,11.5,68.75,0.27,7.81,12.12,4.3
2018,10,24,16.01,22.87,11.16,68.94,0.07,5.51,8.34,3.59
2018,10,25,17.21,24.87,11.66,64.56,0.14,3.13,5.51,0.74
2018,10,26,16.84,23.67,11.34,58.19,0.0,4.22,6.66,2.68
2018,10,27,17.22,23.98,11.48,59.38,0.0,5.18,8.9,3.3
2018,10,28,17.94,21.69,14.93,64.5,0.4,7.91,12.05,4.95
2018,10,29,16.69,20.82,7.59,39.56,0.06,10.65,14.96,4.32
2018,10,30,10.95,18.08,5.63,38.88,0.0,4.8,7.51,1.96
2018,10,31,15.43,24.59,9.06,46.38,0.15,4.67,11.08,0.77
2018,11,1,16.23,20.54,12.08,72.0,6.09,3.67,7.33,1.66
2018,11,2,16.62,23.19,11.84,55.81,0.03,3.05,5.1,0.4
2018,11,3,12.17,14.3,9.1,86.69,8.93,3.94,6.84,2.16
2018,11,4,13.64,19.9,8.48,63.88,0.06,5.34,8.73,3.41
2018,11,5,12.92,19.94,7.59,55.69,0.0,4.8,7.35,3.5
2018,11,6,13.9,21.65,8.18,51.31,0.0,3.87,4.81,2.8
2018,11,7,13.37,21.0,8.53,65.12,0.22,3.22,4.59,1.25
